Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.5,-12.44,-27.82,-5.13,16.72,57.68,20.35,14.73,2.32,-0.95,17.11
3-Year Average,6.44,-2.85,-13.47,-15.68,-7.2,20.41,30.35,29.61,12.21,5.16,
5-Year Average,5.75,2.64,-5.29,-8.89,-6.43,1.99,8.69,19.24,21.06,17.15,
10-Year Average,,10.35,0.54,-2.63,-1.0,3.85,5.62,6.27,5.02,4.7,
