Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,100.0,-63.46,147.37,110.64,-5.05,-35.11,83.61,-2.68,36.7,15.62
3-Year Average,,,,21.82,23.94,70.4,9.08,4.2,5.06,34.67,
5-Year Average,,,,,,29.31,3.24,42.59,18.32,8.52,
10-Year Average,-12.15,-7.26,-16.18,-8.56,,13.71,,,,,
