Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,3.78,-37.5,-3.68,-1.92,2.87,25.19,28.42,-27.98,53.36,20.15,
3-Year Average,34.83,5.28,-14.51,-16.1,-0.95,8.1,18.26,5.01,12.36,9.89,
5-Year Average,-24.46,-31.65,8.09,1.97,-8.82,-5.33,9.34,3.16,12.8,16.36,
10-Year Average,,,,,,-15.44,-13.55,5.6,7.25,3.01,
