Key Operating Income %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,49.32,,,1.66,-12.01,0.98,4.97,14.73,201.17,-1.62
3-Year Average,,,,23.17,,,-3.33,-2.29,6.74,53.64,
5-Year Average,,,,24.45,23.18,10.82,,,1.7,26.37,
10-Year Average,,,,,,,6.01,,12.5,24.77,
