Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,14.66,-8.03,14.37,-19.26,,,-1.96,-9.16,-45.19,
3-Year Average,,51.44,7.31,6.45,-5.3,,-16.43,-10.85,,-21.26,
5-Year Average,,26.82,16.98,29.58,2.68,,-9.3,-8.13,-12.27,-18.81,
10-Year Average,,10.96,8.18,9.01,33.02,,7.25,3.67,6.62,-8.69,
