Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,25.47,21.17,20.38,3.79,2.38,-2.33,1.94,0.57,8.2,-38.42,
Free Cash Flow Growth % YOY,30.57,34.87,10.95,-15.96,21.82,5.77,-2.78,10.9,9.35,-41.71,
Cap Ex as a % of Sales,3.18,2.43,3.8,6.0,4.29,3.49,4.24,2.91,2.54,2.02,2.05
Free Cash Flow/Sales %,8.79,10.89,11.62,9.38,11.36,12.81,12.7,13.89,12.88,7.63,8.48
Free Cash Flow/Net Income,0.91,14.38,1.08,0.86,20.23,5.79,1.19,2.11,2.38,0.81,0.9
