Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,,-23.58,-57.03,184.55,15.97,4.12
3-Year Average,,,,,,,-1.15,,-2.24,12.35,
5-Year Average,,,,,,,,,3.39,,
10-Year Average,,,,,,,,,,,
