Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,0.82,88.04,24.48,-6.07,-4.45,17.08,24.31,-36.26,21.91,13.22,
Free Cash Flow Growth % YOY,-0.08,164.62,20.56,-17.66,6.66,11.18,34.95,-45.53,25.82,33.12,
Cap Ex as a % of Sales,5.65,2.57,3.65,4.75,2.72,4.35,3.48,4.0,4.38,2.16,2.25
Free Cash Flow/Sales %,9.24,17.7,20.04,13.63,13.07,15.97,20.24,10.78,13.33,16.63,14.54
Free Cash Flow/Net Income,0.53,0.95,1.0,0.76,0.91,1.01,1.71,0.82,0.86,1.66,1.18
