Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,100.0,,,,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,819.4,,,,13.8,11.49,12.27,15.15,12.0,12.0
Gross Margin,,-719.4,,,,86.2,88.51,87.73,84.85,88.0,88.0
SG&A,,,,,,118.67,92.51,86.96,115.04,109.76,109.76
R&D,,,,,,,,,,,
Other,,,,,,-39.95,-48.98,-32.23,-39.25,-41.22,-41.22
Operating Margin,,,,,,7.48,44.98,32.99,9.05,19.46,19.46
Net Int Inc & Other,,,,,,6.15,9.18,39.05,50.35,63.32,63.32
EBT Margin,,,,,,13.63,54.16,72.04,59.4,82.77,82.77
