Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.84,1.83,-18.62,6.2,14.44,7.96,1.17,6.51,-1.23,4.62,2.45
3-Year Average,10.93,8.03,-2.5,-4.17,-0.36,9.48,7.72,5.17,2.1,3.25,
5-Year Average,8.49,7.72,2.5,1.74,2.41,1.69,1.56,7.17,5.63,3.75,
10-Year Average,15.18,11.67,6.62,5.22,5.61,5.03,4.6,4.81,3.66,3.08,
