Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,87.64,11.16,1.95,37.4,25.93,-2.19,9.05,-3.33,-24.99,9.58,45.28
3-Year Average,2297.58,60.54,28.59,15.91,20.83,19.17,10.34,1.03,-7.53,-7.38,
5-Year Average,371.04,393.75,589.81,42.11,29.76,13.91,13.48,12.28,-0.53,-3.25,
10-Year Average,,,,197.52,141.13,131.64,136.7,178.3,18.9,12.05,
