Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,40.8,40.92,41.89,40.87,37.18,36.64,34.17,34.67,33.32,35.4,35.44
Gross Margin,59.2,59.08,58.11,59.13,62.82,63.36,65.83,65.33,66.68,64.6,64.56
SG&A,25.89,26.4,27.4,27.29,29.58,32.49,31.07,30.85,33.2,30.15,30.79
R&D,,,,,,,,,,,
Other,6.93,8.03,8.46,8.72,8.48,7.72,8.23,8.28,7.43,8.44,8.57
Operating Margin,26.38,24.65,22.25,23.12,24.75,23.15,26.53,26.19,26.05,26.01,25.19
Net Int Inc & Other,-3.34,-3.36,-2.96,-2.95,-3.31,-2.35,-3.51,-2.63,-2.15,-2.85,-2.43
EBT Margin,23.04,21.29,19.29,20.18,21.44,20.81,23.02,23.57,23.9,23.15,22.76
