Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-29.0,,,-24.32,-65.04,-40.44,54.29,-12.3,,,366.37
3-Year Average,13.57,,-19.42,-17.68,,-45.99,-31.51,-6.94,,,
5-Year Average,,,1.55,-4.96,-32.66,-34.99,,-26.59,,,
10-Year Average,,,,-0.59,0.27,,6.9,-13.66,,,
