Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,937.0,-140.0,671.0,-762.0,,465.0,112.0,
Free Cash Flow Growth % YOY,,,,391.0,,-917.0,,,663.0,,
Cap Ex as a % of Sales,7.39,5.3,2.34,2.85,4.11,5.62,6.41,6.24,5.98,7.87,6.21
Free Cash Flow/Sales %,0.16,5.25,11.26,10.51,8.1,7.3,5.17,9.35,9.4,7.16,6.94
Free Cash Flow/Net Income,0.02,2.16,2.17,1.25,0.99,1.01,0.62,1.03,0.91,0.78,0.9
