Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,490.23,-81.69,,,,,,,,,
3-Year Average,34.62,-28.3,,-47.87,,,,,,,
5-Year Average,,,,-22.19,,-21.82,,,,,
10-Year Average,,,,,,,,,,,
