Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.3,-3.84,-18.09,10.49,-4.29,8.61,15.8,11.0,6.33,8.54,7.97
3-Year Average,11.38,-3.76,-7.74,-4.52,-4.67,4.73,6.38,11.76,10.97,8.6,
5-Year Average,15.23,16.15,1.71,-4.2,-3.65,-1.98,1.73,8.1,7.28,10.01,
10-Year Average,5.9,5.52,1.71,2.25,5.86,6.28,8.7,4.86,1.37,2.95,
