Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,58.57,33.11,26.31,11.04,10.3,20.52,14.17,1.02,4.82,-0.74,19.56
3-Year Average,13.67,13.17,38.66,23.13,15.65,13.86,14.92,11.6,6.53,1.68,
5-Year Average,16.28,17.39,19.81,15.25,26.7,19.94,16.31,11.23,9.95,7.66,
10-Year Average,23.52,22.36,21.92,26.2,,18.1,16.85,15.44,12.57,16.79,
