Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,21.66,20.96,20.32,18.88,19.14,18.31,17.27,19.26,18.51,18.63,18.14
Gross Margin,78.34,79.04,79.68,81.12,80.86,81.69,82.73,80.74,81.49,81.37,81.86
SG&A,36.41,,,,,,,,3.79,3.61,3.53
R&D,,,,,,,,,,,
Other,29.3,76.35,72.48,74.18,72.31,73.81,75.62,76.96,65.89,64.13,64.18
Operating Margin,15.23,5.45,8.26,10.63,9.54,9.08,7.66,8.54,12.48,14.61,15.25
Net Int Inc & Other,-2.45,-2.48,-2.16,-2.14,-3.08,1.66,,,-1.03,-1.36,-2.64
EBT Margin,12.78,2.97,6.1,8.49,6.46,10.74,7.66,8.54,11.45,13.25,12.61
