Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,27.79,11.88,10.02,2.37,-0.53,16.1,-7.7,-44.07,34.03,2.45,
3-Year Average,17.21,19.42,16.3,8.01,3.86,5.74,2.15,-15.69,-11.56,-8.43,
5-Year Average,16.59,23.03,14.66,13.91,9.88,7.79,3.72,-9.41,-4.39,-3.82,
10-Year Average,17.36,16.98,13.93,14.2,12.06,12.11,12.97,1.92,4.36,2.8,
