Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-44.44,-91.39,,21.54,40.26,-23.4,37.47,-45.93,78.36,70.05,-17.36
3-Year Average,-8.63,-62.4,-16.59,8.28,174.47,9.3,13.88,-17.11,9.86,17.93,
5-Year Average,5.61,-35.42,-4.45,-4.75,-0.22,6.4,85.18,-0.59,7.33,11.55,
10-Year Average,7.89,-17.41,4.95,8.67,10.6,6.01,9.36,-2.54,1.11,5.5,
