Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,39.04,37.05,36.32,,,35.49,34.14,31.28,25.75,27.26,27.26
Gross Margin,60.96,62.95,63.68,100.0,100.0,64.51,65.86,68.72,74.25,72.74,72.74
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,67.81,65.69,65.41,99.67,98.56,64.76,62.9,62.12,61.83,64.04,64.04
Operating Margin,-2.8,1.04,3.43,4.42,5.61,4.58,6.86,9.84,12.42,8.7,8.7
Net Int Inc & Other,-2.74,-0.29,-1.4,10.39,-0.82,-0.11,-0.11,-0.11,,,
EBT Margin,-5.54,0.74,2.04,14.81,4.79,4.47,6.75,9.73,12.42,8.7,8.7
