Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,199.97,45.27,37.44,36.37,39.21,47.15,47.73,45.54,59.56,43.74,42.72
R&D,,,,,,,,,,,
Other,399.96,21.73,18.64,18.62,21.42,20.41,31.51,25.82,36.72,20.76,21.09
Operating Margin,-708.04,-49.25,-23.65,7.5,17.73,11.8,11.87,26.53,6.64,43.17,43.34
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,-499.93,33.0,43.92,45.01,39.36,32.44,20.76,28.64,3.72,35.5,36.19
