Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.88,9.24,-1.01,4.2,4.78,-6.01,-9.9,12.57,18.55,6.94,1.88
3-Year Average,6.74,6.94,4.29,4.06,2.62,0.87,-3.9,-1.58,6.33,12.58,
5-Year Average,9.93,8.87,5.63,4.76,4.37,2.11,-1.75,0.8,3.44,3.86,
10-Year Average,19.06,14.8,12.67,7.91,7.72,5.95,3.42,3.19,4.1,4.11,
