Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.67,-10.42,53.49,75.76,63.79,41.05,17.54,26.35,25.13,30.92,21.43
3-Year Average,,9.22,13.62,34.2,64.09,59.54,39.51,27.95,22.94,27.44,
5-Year Average,88.82,,,28.58,33.39,41.05,48.93,43.24,33.83,27.97,
10-Year Average,,,,,,63.2,,,31.18,30.65,
