Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-13.58,-5.0,-12.78,85.34,-23.26,-62.42,193.55,-9.34,-9.7,-52.35,450.0
3-Year Average,11.5,5.58,-10.54,15.37,7.45,-18.85,-5.4,,33.95,-26.93,
5-Year Average,27.23,15.4,2.81,13.73,0.37,-15.03,6.47,7.3,-7.07,-15.52,
10-Year Average,15.28,16.92,7.64,11.98,13.87,3.97,10.84,5.03,2.8,-7.92,
