Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-22.83,-21.61,79.11,51.13,28.52,22.92,10.35,-15.25,0.95,7.06,
3-Year Average,42.73,13.37,2.71,28.5,51.52,33.65,20.35,4.76,-1.9,-2.88,
5-Year Average,12.46,6.46,32.49,31.58,16.04,27.37,36.38,17.43,8.32,4.44,
10-Year Average,29.45,17.88,15.86,16.79,23.16,19.68,20.5,24.73,19.39,10.09,
