Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,52.53,-26.49,99.1,3.17,34.21,21.57,4.84,42.05,2.53,25.7,15.15
3-Year Average,91.14,19.68,30.69,14.72,40.22,18.96,19.59,21.88,15.15,22.33,
5-Year Average,110.83,74.43,59.18,28.63,25.32,19.76,28.57,20.18,20.03,18.47,
10-Year Average,57.33,38.58,45.01,47.27,55.83,58.9,49.75,38.31,24.25,21.84,
