Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-994.0,,,,,268.0,-229.0,,,56.0,
Free Cash Flow Growth % YOY,,,,,938.0,312.0,-659.0,,,-115.0,
Cap Ex as a % of Sales,1.15,0.97,0.85,0.93,1.05,0.97,1.07,1.17,0.99,0.92,0.95
Free Cash Flow/Sales %,6.64,4.25,5.61,5.73,5.79,5.5,4.64,5.0,5.21,4.38,6.55
Free Cash Flow/Net Income,1.08,1.16,1.28,1.16,1.15,1.1,1.01,1.16,1.41,1.15,1.49
