Key Profitability,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Tax Rate %,,,,,,,,,,,
Net Margin %,,-168.9,,,,,,,,-14.46,-14.46
Asset Turnover (Average),0.01,0.07,,,,,,,,0.32,0.32
Return on Assets %,-50.95,-12.09,-21.11,-10.4,-19.72,-53.88,-7.72,-11.83,-10.76,-4.7,-4.7
Financial Leverage (Average),1.14,1.03,1.02,1.02,1.43,1.6,2.4,2.5,3.07,2.17,2.17
Return on Equity %,-55.94,-13.12,-21.63,-10.63,-24.94,-81.71,-16.63,-29.07,-30.89,-11.37,-11.37
Return on Invested Capital %,-77.45,-17.19,-23.89,-12.77,-17.53,-81.93,-16.65,-18.2,-18.01,-4.19,-4.19
Interest Coverage,,,,,,,-156.2,-6.24,-21.95,-1.16,-1.16
