Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,-333.0,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,91.91,56.29,13.79,7.27,8.54,22.74,22.86,21.65,8.06,22.13,22.13
Free Cash Flow/Sales %,-82.36,-36.21,-5.72,5.4,22.53,2.24,-2.98,-8.18,26.7,12.32,12.32
Free Cash Flow/Net Income,4.25,-3.89,0.61,0.42,1.24,0.16,-0.47,0.07,0.81,0.49,0.49
