Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,64.71,35.71,28.95,17.55,18.75,22.81,13.81,3.35,0.81,-3.61,11.11
3-Year Average,15.44,17.88,42.31,27.18,21.64,19.68,18.4,13.04,5.84,0.14,
5-Year Average,16.05,18.45,21.91,19.95,32.11,24.57,20.26,15.06,11.58,7.01,
10-Year Average,23.03,22.01,21.66,32.32,20.05,20.24,19.35,18.43,15.69,18.9,
