Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-86.98,,,,210.53,20.34,1.41,,12.5,-13.58,109.09
3-Year Average,-47.32,,,-8.74,,,55.9,6.86,4.49,-0.93,
5-Year Average,-30.02,,,-36.0,-21.02,23.22,,,33.64,3.48,
10-Year Average,-14.09,,,-17.62,-1.83,-7.14,-7.73,-8.29,-7.52,-9.6,
