Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,11.69,-69.77,334.62,51.33,-7.6,-13.29,33.58,-4.37,-56.0,135.06,68.42
3-Year Average,13.38,-27.77,13.64,25.75,82.49,6.63,2.29,3.47,-17.47,-0.37,
5-Year Average,31.35,-9.15,13.88,19.9,15.46,9.76,47.74,9.14,-14.75,2.76,
10-Year Average,28.06,8.5,18.33,23.33,65.91,20.07,15.86,11.49,1.1,8.92,
