Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,5.22,-19.98,91.57,16.58,16.4,5.84,14.83,26.88,16.47,
3-Year Average,,,,17.28,21.35,37.5,12.83,12.26,15.53,19.28,
5-Year Average,,,,,,16.96,17.1,25.87,15.91,15.89,
10-Year Average,,,,,,,,,,,
