Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.5,-65.61,110.77,76.64,11.57,-5.93,20.08,14.75,20.57,-5.69,-28.57
3-Year Average,8.74,-26.84,-6.57,8.59,60.75,22.85,8.02,9.04,18.44,9.28,
5-Year Average,14.51,-13.73,-1.4,7.83,9.95,6.09,36.23,20.63,11.76,8.07,
10-Year Average,16.95,-16.94,3.2,9.69,8.54,10.22,8.41,9.06,9.78,9.01,
