Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,24.41,,,,,,,,20.45,,-152.73
3-Year Average,1.25,,,-52.18,,,,,,,
5-Year Average,-20.99,,,-38.64,,,,,-3.4,,
10-Year Average,,,,,,,,-22.39,-23.01,,
