Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-17.14,-20.69,53.91,-20.34,26.95,-49.44,19.89,-2.3,17.92,
3-Year Average,17.01,-20.08,,0.38,-0.93,15.89,-20.04,-8.36,-16.02,11.37,
5-Year Average,7.42,-2.15,1.03,-9.03,,0.45,-9.0,-1.16,-9.75,-2.38,
10-Year Average,,,5.78,10.44,2.58,3.88,-5.64,-0.07,-9.39,,
