Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,75.63,235.41,61.34,18.48,-12.69,17.18,60.39,-26.15,-97.04,,
3-Year Average,,105.31,111.82,85.77,18.62,6.62,17.95,11.55,-67.29,,
5-Year Average,,,,75.28,57.95,45.67,25.69,7.5,-48.62,,
10-Year Average,,,,,,,,,-5.1,,
