Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,711.0,,,,,-796.0,,
Free Cash Flow Growth % YOY,,,,,,,,,-452.0,,
Cap Ex as a % of Sales,2.75,1.93,4.15,1.66,4.36,4.46,4.05,5.04,3.96,5.41,8.09
Free Cash Flow/Sales %,32.28,19.54,45.24,27.53,10.65,6.69,-8.31,23.53,23.21,35.58,43.42
Free Cash Flow/Net Income,1.79,1.87,-3.19,1.52,0.62,0.4,-0.59,1.44,1.12,1.53,1.79
