Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,10.2,22.32,-36.56,23.35,25.9,0.56,6.11,-14.72,-42.14,-18.12,13.61
3-Year Average,20.75,14.61,-5.08,-1.45,-0.49,16.02,10.34,-3.1,-19.4,-26.07,
5-Year Average,22.22,21.29,6.44,3.33,5.84,3.92,1.01,7.16,-7.89,-15.49,
10-Year Average,9.58,14.01,7.39,3.51,5.6,12.7,10.68,6.8,-2.44,-5.42,
