Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-44.25,,,-24.18,-61.69,-30.93,72.42,-19.39,,,
3-Year Average,3.99,,-15.98,-6.91,,-41.46,-23.02,-1.35,,,
5-Year Average,,,3.65,-2.76,-29.65,-26.57,,-22.54,,,
10-Year Average,,,,1.27,2.06,,11.68,-10.4,,,
