Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,46.98,49.75,-6.57,-6.22,7.54,-9.28,2.95,9.0,-2.77,8.87,4.31
3-Year Average,65.2,60.66,27.16,9.48,-1.96,-2.92,0.15,0.6,2.95,4.89,
5-Year Average,24.98,43.97,44.54,29.44,15.71,5.06,-2.52,0.53,1.26,1.51,
10-Year Average,,23.26,18.31,14.4,14.9,14.59,18.47,20.54,14.48,8.37,
