Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-44.53,-44.95,,,-0.98,,-14.29,,55.75,16.24,4.44
3-Year Average,5.62,-16.07,,-2.03,19.15,,-5.32,-5.01,10.11,21.88,
5-Year Average,11.95,-4.62,,0.2,-12.38,-1.42,7.71,,5.74,9.19,
10-Year Average,4.87,-2.4,,0.66,1.15,5.05,1.36,-0.61,2.93,-2.19,
