Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.3,17.92,6.74,6.68,11.77,0.77,-8.15,-5.26,-11.8,-16.48,-8.59
3-Year Average,7.19,19.35,12.56,10.33,8.37,6.31,1.14,-4.28,-8.44,-11.3,
5-Year Average,14.74,9.58,9.16,14.12,11.2,8.63,3.33,0.9,-2.87,-8.37,
10-Year Average,4.04,5.69,3.62,4.55,8.12,11.64,6.41,4.95,5.28,0.94,
