Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-0.66,0.04,-14.26,14.02,-12.67,16.83,29.29,4.43,16.79,13.91,
3-Year Average,5.13,3.44,-5.2,-0.74,-5.13,5.17,9.67,16.41,16.4,11.59,
5-Year Average,8.91,10.59,-0.07,1.59,-3.23,-0.04,5.22,9.45,9.98,15.98,
10-Year Average,4.03,3.5,0.8,1.58,6.64,4.34,7.87,4.58,5.7,5.94,
