Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,-933.0,,,,,867.0,-212.0,-66.0,
Free Cash Flow Growth % YOY,,,714.0,,,,,,,,
Cap Ex as a % of Sales,97.78,18.69,11.94,24.58,11.71,100.88,12.36,46.05,85.78,46.02,41.91
Free Cash Flow/Sales %,-47.85,30.63,32.94,22.23,31.03,-45.83,42.36,30.24,-22.8,11.0,1.96
Free Cash Flow/Net Income,-0.74,0.79,2.87,0.83,0.98,-1.03,0.92,0.54,0.79,0.37,0.07
