Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-17.69,-8.2,5.9,3.2,-3.39,14.01,15.56,5.28,3.32,12.15,
3-Year Average,2.49,-5.12,-7.16,0.11,1.83,4.36,8.37,11.52,7.92,6.85,
5-Year Average,,1.97,0.91,-1.36,-4.42,2.02,6.82,6.7,6.72,9.95,
10-Year Average,,,,,,,4.37,3.77,2.6,2.52,
