Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,369.51,-49.02,-26.57,-16.62,,15.98,-2.52,1.49,8.23,-9.99,
3-Year Average,2.35,-23.56,20.68,-32.17,0.05,15.6,,4.69,2.3,-0.38,
5-Year Average,13.41,-8.16,-16.69,-22.84,18.44,-9.64,2.43,9.06,,2.25,
10-Year Average,24.38,13.94,7.74,-0.45,0.65,1.04,-2.92,-4.47,-5.62,10.18,
