Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-5.44,-3.68,-7.31,4.02,11.37,9.94,5.22,9.93,3.65,4.78,-0.85
3-Year Average,0.51,-2.52,-5.49,-2.44,2.4,8.4,8.81,8.34,6.24,6.08,
5-Year Average,3.81,1.85,-1.95,-2.23,-0.45,2.6,4.43,8.06,7.98,6.67,
10-Year Average,-1.96,1.41,0.44,1.49,2.53,3.21,3.13,2.93,2.75,3.05,
