Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.41,-3.91,-0.48,4.74,39.75,-21.17,4.98,4.78,-1.44,-3.08,10.12
3-Year Average,3.75,7.88,3.64,0.05,13.36,4.89,4.97,-4.64,2.73,0.03,
5-Year Average,4.62,2.31,1.32,5.53,10.26,1.99,3.81,4.89,3.62,-3.69,
10-Year Average,4.46,3.4,2.78,3.0,6.32,3.3,3.06,3.09,4.57,3.05,
