Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,3.79,17.58,22.0,193.06,-70.02,-39.74,89.08,18.01,-3.03,-5.25,
Free Cash Flow Growth % YOY,-11.82,8.58,35.31,317.7,-76.32,-52.4,164.34,24.78,-4.7,-6.66,
Cap Ex as a % of Sales,4.0,5.32,5.73,4.36,3.69,3.34,3.07,2.79,2.87,2.83,2.43
Free Cash Flow/Sales %,6.49,7.09,9.91,40.61,9.18,4.3,11.37,13.9,12.91,11.75,12.15
Free Cash Flow/Net Income,0.75,-1.3,0.99,4.34,0.89,0.41,1.09,1.21,1.06,0.89,1.1
