Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,179.01,,,-52.77,,,,
3-Year Average,,,,,,27.7,-29.36,,-29.28,,
5-Year Average,,,,,,,,,-23.38,,
10-Year Average,,,,,,,,,,,
