Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,-347.0,-729.0,,,487.0,936.0,805.0,,437.0,
Free Cash Flow Growth % YOY,,,,,,429.0,,899.0,,371.0,
Cap Ex as a % of Sales,4.6,2.59,1.46,1.61,1.73,1.76,1.76,1.73,1.7,1.71,1.84
Free Cash Flow/Sales %,2.8,5.16,6.28,5.13,7.71,7.58,7.92,8.18,8.89,8.63,9.85
Free Cash Flow/Net Income,0.49,1.63,1.56,1.05,1.4,1.25,1.16,1.07,1.12,1.03,1.14
