Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-11.73,-5.16,35.38,2.47,-19.41,24.15,5.73,2.57,-1.49,3.23
3-Year Average,,-3.28,-11.96,3.99,9.14,3.79,0.83,1.89,10.42,2.23,
5-Year Average,,2.26,-1.08,2.9,-1.29,-1.38,5.46,7.97,2.14,1.34,
10-Year Average,,3.45,0.35,1.48,3.48,2.45,3.86,3.3,2.52,,
