Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,14.19,55.03,11.85,-15.93,27.23,31.13,14.01,30.72,
3-Year Average,,-2.28,,,25.57,13.39,6.16,11.94,23.9,25.03,
5-Year Average,,23.35,18.94,10.56,,,16.2,19.45,12.33,15.89,
10-Year Average,,,,,,4.86,19.72,19.2,11.44,,
