Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,-48.42,26.28,61.23,5.3,-14.81,62.04,58.23,
Free Cash Flow Growth % YOY,,,,-64.34,32.63,94.39,-3.22,-37.25,123.93,77.35,
Cap Ex as a % of Sales,,,1.44,1.8,2.06,2.39,2.61,3.18,2.81,3.0,2.67
Free Cash Flow/Sales %,,,7.52,2.49,3.21,6.63,5.43,3.14,6.17,10.05,9.3
Free Cash Flow/Net Income,,,-5.39,1.26,-3.0,1.75,0.88,0.8,0.9,1.21,1.08
