Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,219.0,75.0,-597.0,,,
Free Cash Flow Growth % YOY,,,,,,219.0,75.0,-597.0,,,
Cap Ex as a % of Sales,,,,,,,,,,,
Free Cash Flow/Sales %,,,,,63.36,56.1,65.29,57.85,63.45,62.19,70.27
Free Cash Flow/Net Income,,,,,2.92,2.66,2.87,2.53,2.79,3.03,3.99
