Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.95,-62.2,61.29,60.98,-20.92,44.57,31.38,2.03,21.19,-0.04,
3-Year Average,21.82,-16.34,-9.91,-0.62,27.1,22.55,14.52,24.68,17.56,7.32,
5-Year Average,25.25,-9.33,1.97,8.74,-1.42,2.33,31.28,19.79,13.18,18.61,
10-Year Average,21.39,5.84,17.86,14.57,29.14,13.21,9.1,10.52,10.94,8.13,
