Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.42,-31.24,-10.49,4.8,-16.08,3.34,-27.51,28.25,-45.65,13.76,
3-Year Average,32.03,6.09,-13.7,-13.6,-7.67,-3.14,-14.34,-1.33,-20.35,-7.44,
5-Year Average,24.97,13.11,7.21,2.29,-10.78,-10.97,-10.03,-3.32,-15.21,-9.89,
10-Year Average,,,,,,5.48,0.88,1.81,-6.87,-10.34,
