Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,77.26,47.28,-21.71,46.64,45.75,-13.82,18.9,71.2,-64.48,237.21,
Free Cash Flow Growth % YOY,79.58,46.72,-32.37,62.17,46.7,-21.34,21.66,91.04,-70.14,260.15,
Cap Ex as a % of Sales,0.78,1.07,2.52,1.72,1.8,2.39,2.31,1.27,1.56,3.45,3.21
Free Cash Flow/Sales %,14.2,18.23,11.15,15.85,17.8,11.57,12.91,22.48,6.08,19.55,29.11
Free Cash Flow/Net Income,0.86,1.74,0.61,0.97,1.06,0.7,0.86,1.15,0.3,0.84,1.22
