Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,52.58,23.37,-9.43,-73.58,-75.6,-56.93,-11.82,-83.49,
3-Year Average,,,33.81,,19.46,-33.41,-61.21,-69.72,-54.75,-60.27,
5-Year Average,,,,,23.95,,-35.7,-50.07,-53.32,-66.79,
10-Year Average,,,,,,,,,,-31.24,
