Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,,,,,4.44,4.44
Free Cash Flow/Sales %,,,,,,-368.42,-16.98,136.17,-10.62,,
Free Cash Flow/Net Income,0.09,0.14,0.51,2.69,-0.49,0.89,-0.21,0.68,-0.12,2.1,2.1
