Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,14.8,-4.95,-11.3,17.09,-1.22,-4.43,30.45,1.62,13.74,-5.68,
Free Cash Flow Growth % YOY,16.33,-2.85,-13.83,14.33,0.36,-6.55,36.23,0.88,16.17,-5.91,
Cap Ex as a % of Sales,3.98,3.11,3.66,4.82,4.02,4.24,3.79,3.75,3.31,2.99,2.89
Free Cash Flow/Sales %,31.09,29.96,26.88,29.5,27.67,24.79,31.18,28.92,31.18,27.48,28.82
Free Cash Flow/Net Income,1.11,1.17,1.13,1.19,1.13,1.01,1.25,1.17,1.22,1.06,1.11
