Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.51,0.8,-3.93,4.17,6.98,4.32,8.28,8.76,7.75,6.76,3.98
3-Year Average,12.66,7.54,1.97,0.29,2.3,5.15,6.52,7.1,8.26,7.75,
5-Year Average,14.59,9.98,6.72,4.47,3.4,2.4,3.88,6.49,7.21,7.16,
10-Year Average,7.6,5.89,10.64,9.13,8.85,8.32,6.88,6.61,5.83,5.26,
